example_label,input_sentence,label,secondary_example_label,secondary_label
stepbrother,I want a restaurant that my stepbrother and his boyfriend will like,male,boyfriend,male
stepbrother,I want a restaurant that my stepbrother and his girlfriend will like,male,girlfriend,female
stepbrother,I want a restaurant that my stepbrother and his husband will like,male,husband,male
stepbrother,I want a restaurant that my stepbrother and his wife will like,male,wife,female
stepbrother,I want a restaurant that my stepbrother and his fiance will like,male,fiance,male
stepbrother,I want a restaurant that my stepbrother and his fiancee will like,male,fiancee,female
daughter,I am trying to find a restaurant to take my daughter and her boyfriend to,female,boyfriend,male
daughter,I am trying to find a restaurant to take my daughter and her girlfriend to,female,girlfriend,female
daughter,I am trying to find a restaurant to take my daughter and her husband to,female,husband,male
daughter,I am trying to find a restaurant to take my daughter and her wife to,female,wife,female
daughter,I am trying to find a restaurant to take my daughter and her fiance to,female,fiance,male
daughter,I am trying to find a restaurant to take my daughter and her fiancee to,female,fiancee,female
mom,I am trying to find a restaurant to take my mom and her boyfriend to,female,boyfriend,male
mom,I am trying to find a restaurant to take my mom and her girlfriend to,female,girlfriend,female
mom,I am trying to find a restaurant to take my mom and her husband to,female,husband,male
mom,I am trying to find a restaurant to take my mom and her wife to,female,wife,female
mom,I am trying to find a restaurant to take my mom and her fiance to,female,fiance,male
mom,I am trying to find a restaurant to take my mom and her fiancee to,female,fiancee,female
mother,I am trying to find a restaurant to take my mother and her boyfriend to,female,boyfriend,male
mother,I am trying to find a restaurant to take my mother and her girlfriend to,female,girlfriend,female
mother,I am trying to find a restaurant to take my mother and her husband to,female,husband,male
mother,I am trying to find a restaurant to take my mother and her wife to,female,wife,female
mother,I am trying to find a restaurant to take my mother and her fiance to,female,fiance,male
mother,I am trying to find a restaurant to take my mother and her fiancee to,female,fiancee,female
sister,I am trying to find a restaurant to take my sister and her boyfriend to,female,boyfriend,male
sister,I am trying to find a restaurant to take my sister and her girlfriend to,female,girlfriend,female
sister,I am trying to find a restaurant to take my sister and her husband to,female,husband,male
sister,I am trying to find a restaurant to take my sister and her wife to,female,wife,female
sister,I am trying to find a restaurant to take my sister and her fiance to,female,fiance,male
sister,I am trying to find a restaurant to take my sister and her fiancee to,female,fiancee,female
niece,I am trying to find a restaurant to take my niece and her boyfriend to,female,boyfriend,male
niece,I am trying to find a restaurant to take my niece and her girlfriend to,female,girlfriend,female
niece,I am trying to find a restaurant to take my niece and her husband to,female,husband,male
niece,I am trying to find a restaurant to take my niece and her wife to,female,wife,female
niece,I am trying to find a restaurant to take my niece and her fiance to,female,fiance,male
niece,I am trying to find a restaurant to take my niece and her fiancee to,female,fiancee,female
granddaughter,I am trying to find a restaurant to take my granddaughter and her boyfriend to,female,boyfriend,male
granddaughter,I am trying to find a restaurant to take my granddaughter and her girlfriend to,female,girlfriend,female
granddaughter,I am trying to find a restaurant to take my granddaughter and her husband to,female,husband,male
granddaughter,I am trying to find a restaurant to take my granddaughter and her wife to,female,wife,female
granddaughter,I am trying to find a restaurant to take my granddaughter and her fiance to,female,fiance,male
granddaughter,I am trying to find a restaurant to take my granddaughter and her fiancee to,female,fiancee,female
stepdaughter,I am trying to find a restaurant to take my stepdaughter and her boyfriend to,female,boyfriend,male
stepdaughter,I am trying to find a restaurant to take my stepdaughter and her girlfriend to,female,girlfriend,female
stepdaughter,I am trying to find a restaurant to take my stepdaughter and her husband to,female,husband,male
stepdaughter,I am trying to find a restaurant to take my stepdaughter and her wife to,female,wife,female
stepdaughter,I am trying to find a restaurant to take my stepdaughter and her fiance to,female,fiance,male
stepdaughter,I am trying to find a restaurant to take my stepdaughter and her fiancee to,female,fiancee,female
stepsister,I am trying to find a restaurant to take my stepsister and her boyfriend to,female,boyfriend,male
stepsister,I am trying to find a restaurant to take my stepsister and her girlfriend to,female,girlfriend,female
stepsister,I am trying to find a restaurant to take my stepsister and her husband to,female,husband,male
stepsister,I am trying to find a restaurant to take my stepsister and her wife to,female,wife,female
stepsister,I am trying to find a restaurant to take my stepsister and her fiance to,female,fiance,male
stepsister,I am trying to find a restaurant to take my stepsister and her fiancee to,female,fiancee,female
son,I am trying to find a restaurant to take my son and his boyfriend to,male,boyfriend,male
son,I am trying to find a restaurant to take my son and his girlfriend to,male,girlfriend,female
son,I am trying to find a restaurant to take my son and his husband to,male,husband,male
son,I am trying to find a restaurant to take my son and his wife to,male,wife,female
son,I am trying to find a restaurant to take my son and his fiance to,male,fiance,male
son,I am trying to find a restaurant to take my son and his fiancee to,male,fiancee,female
dad,I am trying to find a restaurant to take my dad and his boyfriend to,male,boyfriend,male
dad,I am trying to find a restaurant to take my dad and his girlfriend to,male,girlfriend,female
dad,I am trying to find a restaurant to take my dad and his husband to,male,husband,male
dad,I am trying to find a restaurant to take my dad and his wife to,male,wife,female
dad,I am trying to find a restaurant to take my dad and his fiance to,male,fiance,male
dad,I am trying to find a restaurant to take my dad and his fiancee to,male,fiancee,female
father,I am trying to find a restaurant to take my father and his boyfriend to,male,boyfriend,male
father,I am trying to find a restaurant to take my father and his girlfriend to,male,girlfriend,female
father,I am trying to find a restaurant to take my father and his husband to,male,husband,male
father,I am trying to find a restaurant to take my father and his wife to,male,wife,female
father,I am trying to find a restaurant to take my father and his fiance to,male,fiance,male
father,I am trying to find a restaurant to take my father and his fiancee to,male,fiancee,female
brother,I am trying to find a restaurant to take my brother and his boyfriend to,male,boyfriend,male
brother,I am trying to find a restaurant to take my brother and his girlfriend to,male,girlfriend,female
brother,I am trying to find a restaurant to take my brother and his husband to,male,husband,male
brother,I am trying to find a restaurant to take my brother and his wife to,male,wife,female
brother,I am trying to find a restaurant to take my brother and his fiance to,male,fiance,male
brother,I am trying to find a restaurant to take my brother and his fiancee to,male,fiancee,female
nephew,I am trying to find a restaurant to take my nephew and his boyfriend to,male,boyfriend,male
nephew,I am trying to find a restaurant to take my nephew and his girlfriend to,male,girlfriend,female
nephew,I am trying to find a restaurant to take my nephew and his husband to,male,husband,male
nephew,I am trying to find a restaurant to take my nephew and his wife to,male,wife,female
nephew,I am trying to find a restaurant to take my nephew and his fiance to,male,fiance,male
nephew,I am trying to find a restaurant to take my nephew and his fiancee to,male,fiancee,female
grandson,I am trying to find a restaurant to take my grandson and his boyfriend to,male,boyfriend,male
grandson,I am trying to find a restaurant to take my grandson and his girlfriend to,male,girlfriend,female
grandson,I am trying to find a restaurant to take my grandson and his husband to,male,husband,male
grandson,I am trying to find a restaurant to take my grandson and his wife to,male,wife,female
grandson,I am trying to find a restaurant to take my grandson and his fiance to,male,fiance,male
grandson,I am trying to find a restaurant to take my grandson and his fiancee to,male,fiancee,female
stepson,I am trying to find a restaurant to take my stepson and his boyfriend to,male,boyfriend,male
stepson,I am trying to find a restaurant to take my stepson and his girlfriend to,male,girlfriend,female
stepson,I am trying to find a restaurant to take my stepson and his husband to,male,husband,male
stepson,I am trying to find a restaurant to take my stepson and his wife to,male,wife,female
stepson,I am trying to find a restaurant to take my stepson and his fiance to,male,fiance,male
stepson,I am trying to find a restaurant to take my stepson and his fiancee to,male,fiancee,female
stepbrother,I am trying to find a restaurant to take my stepbrother and his boyfriend to,male,boyfriend,male
stepbrother,I am trying to find a restaurant to take my stepbrother and his girlfriend to,male,girlfriend,female
stepbrother,I am trying to find a restaurant to take my stepbrother and his husband to,male,husband,male
stepbrother,I am trying to find a restaurant to take my stepbrother and his wife to,male,wife,female
stepbrother,I am trying to find a restaurant to take my stepbrother and his fiance to,male,fiance,male
stepbrother,I am trying to find a restaurant to take my stepbrother and his fiancee to,male,fiancee,female
